name,stat text raw,min_avg,max_avg
Ryslatha's Coil,+(80-100) to maximum Life,80,100
Ryslatha's Coil,(30-40)% more Maximum Physical Attack Damage,30,40
Ryslatha's Coil,(40-30)% less Minimum Physical Attack Damage,-40,-30
Sacrificial Heart,Gain up to maximum Power Charges when you use a Vaal Skill,1,1
Sacrificial Heart,Adds (20-23) to (31-35) Cold Damage,26,29
Sacrificial Heart,Adds (1-3) to (47-52) Lightning Damage,24,28
Sacrificial Heart,Adds (22-27) to (34-38) Fire Damage,28,33
Sacrificial Heart,10% increased Movement Speed if you have used a Vaal Skill Recently,10,10
Sacrificial Heart,(20-30)% increased Mana Regeneration Rate,20,30
Sacrificial Heart,Gain 10 Life per Enemy Hit if you have used a Vaal Skill Recently,10,10
Sadima's Touch,Adds 4 to 8 Fire Damage to Attacks,6,6
Sadima's Touch,Adds 1 to 13 Lightning Damage to Attacks,7,7
Sadima's Touch,+18 to maximum Energy Shield,18,18
Sadima's Touch,(5-15)% increased Rarity of Items found,5,15
Saemus' Gift,+(30-40) to Dexterity,30,40
Saemus' Gift,(20-30)% increased Projectile Speed,20,30
Saemus' Gift,1% increased Lightning Damage per 10 Intelligence,1,1
Saemus' Gift,+(30-60) to maximum Life,30,60
Saemus' Gift,(8-12)% increased Cast Speed,8,12
Saemus' Gift,+(20-40)% to Lightning Resistance,20,40
Saemus' Gift,20% chance to Avoid being Stunned,20,20
Saffell's Frame,+4% to all Elemental Resistances,4,4
Saffell's Frame,+(20-30)% to all Elemental Resistances,20,30
Saffell's Frame,(20-30)% Chance to Block Spell Damage,20,30
Saffell's Frame,+4% to all maximum Resistances,4,4
Saffell's Frame,(20-30)% increased Spell Damage,20,30
Saffell's Frame,Cannot Block Attack Damage,1,1
Sandstorm Visage,Base Spell Critical Strike Chance of Spells is equal to that of Main Hand Weapon,1,1
Sandstorm Visage,(200-250)% increased Energy Shield,200,250
Sandstorm Visage,Ignore Stuns while Casting,100,100
Sandstorm Visage,(8-10)% increased Cast Speed,8,10
Sandstorm Visage,Cannot deal Critical Strikes with Attacks,1,1
Sanguine Gambol,Adds (70-85) to (110-118) Physical Damage,90,102
Sanguine Gambol,50% chance to cause Bleeding on Critical Strike,100,100
Sanguine Gambol,30% increased Critical Strike Chance,30,30
Sanguine Gambol,(50-70)% increased Physical Damage,50,70
Sanguine Gambol,30% increased Global Critical Strike Chance,30,30
Sanguine Gambol,+(10-15) to Dexterity,10,15
Sanguine Gambol,You have Crimson Dance if you have dealt a Critical Strike Recently,1,1
Sanguine Gambol,40% increased Attack Damage against Bleeding Enemies,40,40
Sap of the Seasons,"Melee Weapon Damage Penetrates 1% Elemental Resistances per Mana Burn, up to a maximum of 200%",1,1
Sap of the Seasons,(-35-35)% increased Mana Burn rate,-35,35
Sap of the Seasons,(70-100)% increased Elemental Damage with Melee Weapons,70,100
Sap of the Seasons,(20-40)% increased Cooldown Recovery Rate,20,40
Saqawal's Flock,(60-80)% increased Evasion Rating,60,80
Saqawal's Flock,Trigger Level 20 Twister when you gain Avian's Might or Avian's Flight,1,1
Saqawal's Flock,+(40-60) to maximum Life,40,60
Saqawal's Flock,+(30-40)% to Lightning Resistance,30,40
Saqawal's Flock,(10-15)% increased Movement Speed,10,15
Saqawal's Nest,Aspect of the Avian also grants Avian's Might and Avian's Flight to nearby Allies,1,1
Saqawal's Nest,+(25-75) to all Attributes,25,75
Saqawal's Nest,+(120-150) to Evasion Rating and Energy Shield,120,150
Saqawal's Nest,(12-20)% increased Mana Reservation Efficiency of Skills,12,20
Saqawal's Nest,+(30-40)% to Lightning Resistance,30,40
Saqawal's Nest,100% increased Aspect of the Avian Buff Effect,100,100
Saqawal's Talons,Regenerate 100 Life per Second while you have Avian's Flight,6000,6000
Saqawal's Talons,Regenerate 12 Mana per Second while you have Avian's Flight,720,720
Saqawal's Talons,Grants Level 20 Aspect of the Avian Skill,20,20
Saqawal's Talons,(100-150)% increased Armour and Evasion,100,150
Saqawal's Talons,+(-2.00-2.00) seconds to Avian's Flight Duration,-2000,2000
Saqawal's Talons,(20-30)% increased Movement Speed,20,30
Saqawal's Winds,Adds (1-3) to (55-62) Lightning Damage while you have Avian's Might,28,33
Saqawal's Winds,+(30-60) to maximum Life,30,60
Saqawal's Winds,+(20-25)% to Cold and Lightning Resistances,20,25
Saqawal's Winds,Adds (20-25) to (37-40) Cold Damage while you have Avian's Might,29,33
Saqawal's Winds,+(-2.00-2.00) seconds to Avian's Might Duration,-2000,2000
Saqawal's Winds,(140-180)% increased Armour and Energy Shield,140,180
Saresh's Darkness,(10-25)% increased Poison Duration,10,25
Saresh's Darkness,+(23-37)% to Chaos Resistance,23,37
Saresh's Darkness,Grants Level 20 Caustic Retribution,20,20
Saresh's Darkness,Enemies Poisoned by you cannot deal Critical Strikes,1,1
Saresh's Darkness,+(9-20) to maximum Energy Shield,9,20
Scaeva,Adds (75-92) to (125-154) Physical Damage,100,123
Scaeva,+10% to Global Critical Strike Multiplier per Green Socket,10,10
Scaeva,(60-80)% increased Global Critical Strike Chance when in Main Hand,60,80
Scaeva,(15-25)% increased Critical Strike Chance,15,25
Scaeva,+8% Chance to Block Attack Damage when in Off Hand,8,8
Scaeva,40% increased Global Accuracy Rating,40,40
Scaeva,0.3% of Physical Attack Damage Leeched as Life per Red Socket,30,30
Scaeva,0.3% of Physical Attack Damage Leeched as Mana per Blue Socket,30,30
Scaeva,8% increased Global Defences per White Socket,8,8
Scar of Fate,Adds 2 to 6 Physical Damage,4,4
Scar of Fate,Gain 3 Life per Enemy Hit with Spells,3,3
Scar of Fate,Grants Level 20 Hatred Skill,20,20
Scar of Fate,Socketed Gems have 50% reduced Mana Cost,50,50
Scar of Fate,Grants 3 Life per Enemy Hit,3,3
Scold's Bridle,(80-100)% increased Spell Damage,80,100
Scold's Bridle,+(30-60) to maximum Mana,30,60
Scold's Bridle,Your Skills deal you 400% of Mana Spent on Upfront Skill Mana Costs as Physical Damage,400,400
Scold's Bridle,15% reduced Cast Speed,-15,-15
Scornflux,+(5-15)% to all Elemental Resistances,5,15
Scornflux,+(40-70) to maximum Mana,40,70
Scornflux,Misty Footprints,1,1
Scornflux,Increases to Cast Speed from Arcane Surge also applies to Movement Speed,1,1
Scornflux,+(5-15) to Intelligence,5,15
Scornflux,Gain Arcane Surge when you use a Movement Skill,1,1
Scorpion's Call,(40-60)% increased Projectile Damage while in Blood Stance,40,60
Scorpion's Call,Regenerate (150-200) Life per Second while in Blood Stance,9000,12000
Scorpion's Call,+(20-40) to Dexterity,20,40
Scorpion's Call,+(700-1000) to Evasion Rating while in Sand Stance,700,1000
Scorpion's Call,(25-30)% increased Attack Speed if you've changed Stance Recently,25,30
Scorpion's Call,(20-30)% increased Area of Effect while in Sand Stance,20,30
Scorpion's Call,Adds (12-15) to (24-27) Physical Damage to Attacks,18,21
Screams of the Desiccated,+(25-40) to maximum Life,25,40
Screams of the Desiccated,+(23-37)% to Chaos Resistance,23,37
Screams of the Desiccated,+(23-32) to Intelligence,23,32
Screams of the Desiccated,You have Greater Freezing Shrine Buff while affected by no Flasks&lt;br&gt;(15-20)% increased Effect of Shrine Buffs on you,8,11
Screams of the Desiccated,You have Resonating Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Greater Shocking Shrine Buff while affected by no Flasks&lt;br&gt;(15-20)% increased Effect of Shrine Buffs on you,8,11
Screams of the Desiccated,You have Greater Skeletal Shrine Buff while affected by no Flasks&lt;br&gt;(15-20)% increased Effect of Shrine Buffs on you,8,11
Screams of the Desiccated,You have Gloom Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Diamond Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Acceleration Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Replenishing Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Resistance Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Impenetrable Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Brutal Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Echoing Shrine Buff while affected by no Flasks,1,1
Screams of the Desiccated,You have Massive Shrine Buff while affected by no Flasks,1,1
Sealed Domain,Your Maps have no chance to contain Legion Encounters&lt;br&gt;Scarabs found in your Maps cannot be Legion Scarabs&lt;br&gt;Your Maps have +5% chance to contain other Extra Content that can&lt;br&gt;be turned off through Atlas Passives,2,2
Sealed Domain,2% increased Maps found in your Maps,2,2
Second Piece of Brutality,,,
Second Piece of Directions,,,
Second Piece of Focus,,,
Second Piece of Storms,,,
Second Piece of the Arcane,,,
Second Piece of Time,,,
Secular Focus,Your Maps have no chance to contain Ritual Altars&lt;br&gt;Scarabs found in your Maps cannot be Ritual Scarabs&lt;br&gt;Your Maps have +5% chance to contain other Extra Content that can&lt;br&gt;be turned off through Atlas Passives,2,2
Secular Focus,2% increased Maps found in your Maps,2,2
Selfless Leadership,,1200,1200
Sentari's Answer,"Curse Enemies with Punishment when you Block their Melee Damage, ignoring Curse Limit",15,15
Sentari's Answer,"Curse Enemies with Elemental Weakness when you Block their Spell Damage, ignoring Curse Limit",15,15
Sentari's Answer,"Curse Enemies with Temporal Chains when you Block their Projectile Attack Damage, ignoring Curse Limit",15,15
Sentari's Answer,10% Chance to Block Spell Damage,10,10
Sentari's Answer,+(20-30) to Intelligence,20,30
Sentari's Answer,+5% Chance to Block,5,5
Serle's Masterwork,Can be Enchanted by a Kalguuran Runesmith&lt;br&gt;Can have 2 additional Runesmithing Enchantments&lt;br&gt;Can be Runesmithed as though it were all One Handed Melee Weapon Types,1,1
Serle's Masterwork,(150-250)% increased Physical Damage,150,250
Serle's Masterwork,+(30-40) to Strength,30,40
Serle's Masterwork,10% reduced Enemy Stun Threshold,10,10
Serle's Masterwork,+(30-40) to Dexterity,30,40
Serle's Masterwork,+(400-500) to Accuracy Rating,400,500
Servant of Decay,+(23-37)% to Chaos Resistance,23,37
Servant of Decay,(4-6)% of Damage from Hits is taken from Void Spawns' Life before you per Void Spawn,4,6
Servant of Decay,Trigger Level 20 Summon Void Spawn every 4 seconds,20,20
Servant of Decay,(150-200)% increased Energy Shield,150,200
Servant of Decay,Gain (4-6)% of Non-Chaos Damage as Extra Chaos Damage per Summoned Void Spawn,4,6
Servant of Order,Your Maps have no chance to contain Ultimatum Encounters&lt;br&gt;Scarabs found in your Maps cannot be Ultimatum Scarabs&lt;br&gt;Your Maps have +5% chance to contain other Extra Content that can&lt;br&gt;be turned off through Atlas Passives,2,2
Servant of Order,2% increased Maps found in your Maps,2,2
Seven Teachings,(100-777)% increased Evasion and Energy Shield,100,777
Seven Teachings,(1-7)% more Attack Speed with Unarmed Melee Attacks,1,7
Seven Teachings,+(0.1-0.7) metres to Melee Strike Range with Unarmed Attacks,1,7
Seven Teachings,+(10-77)% to Critical Strike Multiplier with Unarmed Melee Attacks,10,77
Seven Teachings,+(1-7)% to Unarmed Melee Attack Critical Strike Chance,100,700
Seven Teachings,"Trigger a Socketed Spell on Unarmed Melee Critical Strike, with a 0.25 second Cooldown",250,250
Seven Teachings,(1-7)% increased Movement Speed,1,7
Seven-League Step,Level Requirement reduced by 100 (Hidden),-100,-100
Seven-League Step,50% increased Movement Speed,50,50
Severed in Sleep,Grants Level 25 Envy Skill,25,25
Severed in Sleep,,1,1
Severed in Sleep,Minions have +29% to Chaos Resistance,29,29
Severed in Sleep,Minions have +5% to Critical Strike Multiplier per Withered Debuff on Enemy,5,5
Severed in Sleep,Minions have 60% chance to inflict Withered on Hit,60,60
Severed in Sleep,40% increased Global Accuracy Rating,40,40
Shackles of the Wretched,(40-60)% increased Stun and Block Recovery,40,60
Shackles of the Wretched,You grant (4-6) Frenzy Charges to allies on Death,4,6
Shackles of the Wretched,Hexes applied by Socketed Curse Skills are Reflected back to you,1,1
Shackles of the Wretched,You cannot be Frozen for 3 seconds after being Frozen,3000,3000
Shackles of the Wretched,You cannot be Shocked for 3 seconds after being Shocked,3000,3000
Shackles of the Wretched,You cannot be Ignited for 3 seconds after being Ignited,3000,3000
Shackles of the Wretched,You cannot be Chilled for 3 seconds after being Chilled,3000,3000
Shade of Solaris,Gain (10-20)% of Elemental Damage as Extra Chaos Damage,10,20
Shade of Solaris,200% increased Spell Damage if you've dealt a Critical Strike in the past 8 seconds,200,200
Shade of Solaris,(17-21)% increased Spell Damage,17,21
Shade of Solaris,Critical Strikes deal no Damage,1,1
Shadow Shaping,2% increased Maps found in your Maps,2,2
Shadow Shaping,Maps found cannot be your Favoured Maps&lt;br&gt;Maps found in your Maps have +1% chance to have a special Implicit Modifier for each different Map you have Favoured,6,6
Shadows and Dust,(100-130)% increased Evasion and Energy Shield,100,130
Shadows and Dust,+(20-30)% to Global Critical Strike Multiplier,20,30
Shadows and Dust,(20-30)% increased Global Critical Strike Chance,20,30
Shadows and Dust,Creates a Smoke Cloud on Rampage,4000,4000
Shadows and Dust,Rampage,1,1
Shadows and Dust,Gain Unholy Might for 3 seconds on Rampage,3000,3000
Shadows and Dust,0.2% of Attack Damage Leeched as Mana,20,20
Shaper's Seed,Nearby Allies gain 80% increased Mana Regeneration Rate,80,80
Shaper's Seed,Nearby Allies gain 4% of Life Regenerated per second,240,240
Shaper's Seed,(60-100)% increased Mana Regeneration Rate,60,100
Shaper's Seed,+(16-24) to Strength and Intelligence,16,24
Shaper's Seed,Regenerate 4% of Life per second,240,240
Shaper's Touch,1% increased Energy Shield per 10 Strength,1,1
Shaper's Touch,+2 Accuracy Rating per 2 Intelligence,4,4
Shaper's Touch,+1 Mana per 4 Strength,1,1
Shaper's Touch,2% increased Melee Physical Damage per 10 Dexterity,2,2
Shaper's Touch,2% increased Evasion Rating per 10 Intelligence,2,2
Shaper's Touch,+1 Life per 4 Dexterity,1,1
Shaper's Touch,(80-120)% increased Armour and Energy Shield,80,120
Shattered Chains,(10-15)% increased Cold Damage,10,15
Shattered Chains,"With at least 40 Strength in Radius, 20% increased&lt;br&gt;Rarity of Items dropped by Enemies Shattered by Glacial Hammer",610,610
Shattershard,+(80-100) to maximum Life,80,100
Shattershard,Trigger Level 20 Shield Shatter when you Block,20,20
Shattershard,(120-150)% increased Armour and Evasion,120,150
Shattershard,+(8-12)% Chance to Block,8,12
Shavronne's Gambit,Regenerate 1% of Energy Shield per second,60,60
Shavronne's Gambit,(100-140)% increased Energy Shield&lt;br&gt;(150-200)% increased Stun and Block Recovery,125,170
Shavronne's Gambit,20% increased Movement Speed when on Full Life,20,20
Shavronne's Gambit,+10 to Dexterity,10,10
Shavronne's Gambit,15% increased Movement Speed,15,15
Shavronne's Gambit,+(20-30) to Intelligence,20,30
Shavronne's Pace,(100-140)% increased Energy Shield&lt;br&gt;(150-200)% increased Stun and Block Recovery,125,170
Shavronne's Pace,20% increased Movement Speed when on Full Life,20,20
Shavronne's Pace,15% increased Movement Speed,15,15
Shavronne's Pace,+(20-30) to Intelligence,20,30
Shavronne's Revelation,Left ring slot: You cannot Recharge or Regenerate Energy Shield,1,1
Shavronne's Revelation,+(60-75) to Intelligence,60,75
Shavronne's Revelation,Left ring slot: +250 to maximum Energy Shield,250,250
Shavronne's Revelation,Right ring slot: Regenerate 6% of Energy Shield per second,360,360
Shavronne's Revelation,Right ring slot: +250 to maximum Mana,250,250
Shavronne's Revelation,Right ring slot: You cannot Regenerate Mana,1,1
Shavronne's Revelation,Left ring slot: Regenerate 40 Mana per Second,2400,2400
Shavronne's Revelation,+(15-25) to maximum Energy Shield,15,25
Shavronne's Wrappings,Reflects 1 to 250 Lightning Damage to Melee Attackers,126,126
Shavronne's Wrappings,Chaos Damage taken does not bypass Energy Shield,1,1
Shavronne's Wrappings,(3-10)% increased Spell Damage,3,10
Shavronne's Wrappings,10% faster start of Energy Shield Recharge,10,10
Shavronne's Wrappings,(100-150)% increased Energy Shield,100,150
Shavronne's Wrappings,+(30-40)% to Lightning Resistance,30,40
Shimmeron,Adds (3-5) to (70-82) Lightning Damage to Spells and Attacks,37,44
Shimmeron,+2% Chance to Block Spell Damage per Power Charge,2,2
Shimmeron,(30-40)% increased Spell Damage,30,40
Shimmeron,+(6-10)% to Critical Strike Multiplier per Power Charge,6,10
Shimmeron,Adds (26-35) to (95-105) Lightning Damage to Spells,61,70
Shimmeron,200 Lightning Damage taken per second per Power Charge if&lt;br&gt;your Skills have dealt a Critical Strike Recently,12000,12000
Shimmeron,Adds 3 to 9 Lightning Damage to Spells per Power Charge,6,6
Shimmeron,+0.3% Critical Strike Chance per Power Charge,30,30
Shiversting,Adds 35 to 70 Cold Damage,53,53
Shiversting,Cannot be Frozen,1,1
Shiversting,(80-100)% increased Physical Damage,80,100
Shiversting,0.6% of Physical Attack Damage Leeched as Mana,60,60
Shiversting,60% increased Global Accuracy Rating,60,60
Shroud of the Lightless,(160-180)% increased Evasion and Energy Shield,160,180
Shroud of the Lightless,+(20-25) to maximum Mana,20,25
Shroud of the Lightless,Penetrate 4% Elemental Resistances per Abyss Jewel affecting you,4,4
Shroud of the Lightless,3% increased Maximum Life per Abyss Jewel affecting you,3,3
Shroud of the Lightless,20% chance to Trigger Level 20 Shade Form when you Use a Socketed Skill,20,20
Shroud of the Lightless,3% increased Maximum Mana per Abyss Jewel affecting you,3,3
Shroud of the Lightless,Has 1 Abyssal Socket,1,1
Shroud of the Lightless,Has 2 Abyssal Sockets,2,2
Shroud of the Lightless,Has 3 Abyssal Sockets,3,3
Sibyl's Lament,Right ring slot: 100% of Physical Hit Damage from you and&lt;br&gt;your Minions cannot be Reflected,100,100
Sibyl's Lament,Adds (8-15) to (20-28) Fire Damage to Attacks,14,22
Sibyl's Lament,Left ring slot: 100% of Elemental Hit Damage from you and&lt;br&gt;your Minions cannot be Reflected,100,100
Sibyl's Lament,+(20-30) to maximum Life,20,30
Sibyl's Lament,(20-10)% reduced Rarity of Items found,-20,-10
Sibyl's Lament,(20-30)% increased Elemental Damage with Attack Skills,20,30
Sidhebreath,Minions deal (25-35) to (50-65) additional Cold Damage,38,50
Sidhebreath,+25% to Cold Resistance,25,25
Sidhebreath,Minions deal no Non-Cold Damage,1,1
Sidhebreath,(20-30)% increased Mana Regeneration Rate,20,30
Sidhebreath,Minions have (10-15)% increased maximum Life,10,15
Sidhebreath,Minions convert 50% of Physical Damage to Cold Damage,50,50
Siegebreaker,+(17-23)% to Chaos Resistance,17,23
Siegebreaker,(6-10)% increased maximum Energy Shield,6,10
Siegebreaker,Minions have 5% chance to Taunt on Hit with Attacks,5,5
Siegebreaker,+(25-35) to Strength,25,35
Siegebreaker,"Your Minions spread Caustic Ground on Death, dealing 20% of their maximum Life as Chaos Damage per second",1200,1200
Siegebreaker,(6-10)% increased maximum Life,6,10
Sign of the Sin Eater,26% increased Elemental Damage,26,26
Sign of the Sin Eater,+(10-30) to Strength and Intelligence,10,30
Sign of the Sin Eater,Grants Level 30 Smite Skill,30,30
Sign of the Sin Eater,Enemies inflict Elemental Ailments on you instead of nearby Allies,1,1
Silverbough,Adds (15-25) to (50-60) Physical Damage,33,43
Silverbough,10% increased Attack Speed,10,10
Silverbough,Gain 10 Mana per Enemy Killed,10,10
Silverbough,+1 to Level of Socketed Gems,1,1
Silverbough,(80-100)% increased Physical Damage,80,100
Silverbough,+1 to Level of Socketed Bow Gems,1,1
Silverbough,+30 to Accuracy Rating,30,30
Silverbranch,+1 to Level of Socketed Bow Gems,1,1
Silverbranch,10% increased Attack Speed,10,10
Silverbranch,(80-100)% increased Physical Damage,80,100
Silverbranch,Gain 10 Mana per Enemy Killed,10,10
Silverbranch,+30 to Accuracy Rating,30,30
Sin Trek,(80-100)% increased Evasion Rating,80,100
Sin Trek,Enemies Cannot Leech Life From you,1,1
Sin Trek,+(100-150) to maximum Energy Shield,100,150
Sin Trek,+(20-30) to Dexterity,20,30
Sin Trek,30% increased Movement Speed,30,30
Sin Trek,+(20-30) to Intelligence,20,30
Sin's Rebirth,Unholy Might during Effect,1,1
Sin's Rebirth,Creates a Smoke Cloud on Use,16,16
Sin's Rebirth,Grants Immunity to Ignite for 4 seconds if used while Ignited&lt;br&gt;Removes all Burning when used,1,1
Singular Focus,2% increased Maps found in your Maps,2,2
Singular Focus,Maps found have (200-220)% more chance to be Favoured Maps&lt;br&gt;Non-Favoured Maps found in your Maps drop as Basic Currency Items instead,101,111
Singularity,"Nearby Enemies are Hindered, with 25% reduced Movement Speed",-25,-25
Singularity,Adds (1-10) to (150-200) Lightning Damage to Spells,76,105
Singularity,100% increased Damage with Hits and Ailments against Hindered Enemies,100,100
Singularity,30% increased Elemental Damage,30,30
Singularity,(14-18)% increased Cast Speed,14,18
Singularity,(6-8)% reduced Mana Cost of Skills,6,8
Sinvicta's Mettle,(8-12)% increased Attack Speed,8,12
Sinvicta's Mettle,Rampage,1,1
Sinvicta's Mettle,2% increased Area of Effect per 25 Rampage Kills,2,2
Sinvicta's Mettle,(140-152)% increased Physical Damage,140,152
Sinvicta's Mettle,Gain a Frenzy Charge on every 50th Rampage Kill,1,1
Sire of Shards,+(5-7)% to all Elemental Resistances,5,7
Sire of Shards,(60-100)% increased Projectile Damage,60,100
Sire of Shards,Socketed Gems fire 4 additional Projectiles,4,4
Sire of Shards,20% increased Light Radius,20,20
Sire of Shards,+22% Chance to Block Attack Damage while wielding a Staff,22,22
Sire of Shards,Socketed Gems fire Projectiles in a circle,1,1
Sire of Shards,+(15-20) to all Attributes,15,20
Skin of the Loyal,+1 to Level of Socketed Gems,1,1
Skin of the Loyal,Has 6 Linked Sockets (Hidden),1,1
Skin of the Loyal,Sockets cannot be modified,1,1
Skin of the Loyal,Has no Attribute Requirements or Energy Shield (Hidden),1,1
Skin of the Loyal,100% increased Global Defences,100,100
Skin of the Loyal,,1,1
Skirmish,Attack Skills have +1 to maximum number of Summoned Totems,1,1
Skirmish,+(30-50) to maximum Mana,30,50
Skirmish,0.2% of Physical Attack Damage Leeched as Mana,20,20
Skirmish,(20-30)% increased Mana Regeneration Rate,20,30
Skirmish,(20-30)% increased Global Accuracy Rating,20,30
Skirmish,+(15-25) to Intelligence,15,25
Skullhead,+(10-20)% to all Elemental Resistances,10,20
Skullhead,(60-80)% increased Armour and Evasion,60,80
Skullhead,Minions have +25% Chance to Block Attack Damage,25,25
Skullhead,Minions Recover 10% of their Life when they Block,10,10
Skullhead,Minions have +25% Chance to Block Spell Damage,25,25
Skyforth,+(60-120) to maximum Mana,60,120
Skyforth,25% chance to gain a Power Charge on Critical Strike,25,25
Skyforth,Stun Threshold is based on 500% of your Mana instead of Life,500,500
Skyforth,12% increased Reservation Efficiency of Skills,12,12
Skyforth,You have no Life Regeneration,1,1
Skyforth,30% increased Movement Speed,30,30
Skysunder,50% less Duration of Ignites you inflict,-50,-50
Skysunder,+50% to Global Critical Strike Multiplier,50,50
Skysunder,Ignites you cause are reflected back to you,1,1
Skysunder,Unaffected by Ignite,1,1
Skysunder,(20-40)% increased Critical Strike Chance,20,40
Skysunder,Ignites you inflict with this weapon spread to other Enemies within 2.8 metres,28,28
Skysunder,(130-160)% increased Physical Damage,130,160
Skysunder,+(20-40)% to Damage over Time Multiplier,20,40
Skysunder,100% of Physical Damage Converted to Fire Damage,100,100
Slavedriver's Hand,(200-250)% increased Evasion and Energy Shield,200,250
Slavedriver's Hand,Increases and Reductions to Cast Speed also Apply to Trap Throwing Speed,1,1
Slavedriver's Hand,(30-20)% reduced Trap Throwing Speed,-30,-20
Slavedriver's Hand,Skills which throw Traps Cost Life instead of Mana,1,1
Slavedriver's Hand,+(30-40) to Dexterity,30,40
Slavedriver's Hand,Skills used by Traps have (10-20)% increased Area of Effect,10,20
Slavedriver's Hand,"10% chance to gain an Endurance, Frenzy or Power Charge when any&lt;br&gt;of your Traps are Triggered by an Enemy",10,10
Slitherpinch,(60-100)% increased Evasion Rating,60,100
Slitherpinch,(5-10)% increased Attack Speed,5,10
Slitherpinch,0.4% of Physical Attack Damage Leeched as Mana,40,40
Slitherpinch,0.6% of Physical Attack Damage Leeched as Life,60,60
Slitherpinch,+(40-50) to Dexterity,40,50
Slivers of Providence,+10% to all Elemental Resistances,10,10
Slivers of Providence,1 to 4 Added Physical Damage with Bow Attacks,3,3
Slivers of Providence,"10% chance to Freeze, Shock and Ignite",10,10
Slivers of Providence,50% increased Duration of Elemental Ailments on Enemies,50,50
Slivers of Providence,Gain 25% of Weapon Physical Damage as Extra Damage of a random Element,25,25
Slivertongue,Adds (80-95) to (220-240) Physical Damage,150,168
Slivertongue,(150-200)% increased Critical Strike Chance with arrows that Fork,150,200
Slivertongue,Arrows that Pierce have +50% to Critical Strike Multiplier,50,50
Slivertongue,(30-50)% increased Critical Strike Chance,30,50
Slivertongue,Arrows Pierce all Targets after Forking,1,1
Smash and Grab,Each Legion in your Maps contains an additional War Hoard&lt;br&gt;Legion Chests in your Maps contain an additional Random Reward&lt;br&gt;Legion Encounters in your Maps have (80-60)% reduced Duration,-26,-19
Smash and Grab,2% increased Maps found in your Maps,2,2
Snakebite,6% increased Accuracy Rating per Frenzy Charge,6,6
Snakebite,+5% to Damage over Time Multiplier for Poison per Frenzy Charge,5,5
Snakebite,(150-180)% increased Evasion Rating,150,180
Snakebite,+(60-70) to maximum Life,60,70
Snakebite,2% increased Attack Speed per Frenzy Charge,2,2
Snakebite,10% reduced Frenzy Charge Duration per Frenzy Charge,-10,-10
Snakebite,Attacks have 60% chance to Poison while at maximum Frenzy Charges,60,60
Snakepit,Left ring slot: Projectiles from Spells cannot Chain,1,1
Snakepit,Left ring slot: Projectiles from Spells Fork,1,1
Snakepit,+(20-30)% to Cold Resistance,20,30
Snakepit,Projectiles from Spells cannot Pierce,1,1
Snakepit,Right ring slot: Projectiles from Spells Chain +1 times,1,1
Snakepit,(5-10)% increased Cast Speed,5,10
Snakepit,(20-40)% increased Spell Damage,20,40
Snakepit,Right ring slot: Projectiles from Spells cannot Fork,1,1
Solaris Lorica,-(40-30) Chaos Damage taken,-40,-30
Solaris Lorica,Chaos Damage taken does not bypass Energy Shield,1,1
Solaris Lorica,25% increased Light Radius,25,25
Solaris Lorica,+(10-20) to Strength,10,20
Solaris Lorica,(60-80)% increased Armour,60,80
Solaris Lorica,25% reduced Chaos Damage taken over time,-25,-25
Solerai's Radiance,Enemies Blinded by you cannot inflict Damaging Ailments,1,1
Solerai's Radiance,(10-25)% increased Ignite Duration on Enemies,10,25
Solerai's Radiance,+(35-50)% to Fire Resistance,35,50
Solerai's Radiance,Grants Level 20 Blazing Glare,20,20
Solerai's Radiance,+(9-20) to maximum Energy Shield,9,20
Solstice Vigil,Gain Shaper's Presence for 10 seconds when you kill a Rare or Unique Enemy,1,1
Solstice Vigil,(30-40)% increased Damage,30,40
Solstice Vigil,Temporal Chains has no Reservation if Cast as an Aura,1,1
Solstice Vigil,+(50-70) to maximum Life,50,70
Solstice Vigil,Regenerate (8-10) Mana per second,480,600
Solstice Vigil,+(10-16) to all Attributes,10,16
Song of the Sirens,(50-60)% increased Rarity of Fish Caught,50,60
Song of the Sirens,Siren Worm Bait,2,2
Song of the Sirens,You can catch Exotic Fish,1,1
Song of the Sirens,(50-40)% reduced Quantity of Fish Caught,-50,-40
Soul Ascension,(120-150)% increased Evasion and Energy Shield,120,150
Soul Ascension,+(-10-10) to maximum number of Eaten Souls,-10,10
Soul Ascension,+(17-29)% to Chaos Resistance,17,29
Soul Ascension,"Eat a Soul when you Hit a Rare or Unique Enemy, no more than once every 0.5 seconds",500,500
Soul Catcher,(60-80)% increased Critical Strike Chance with Vaal Skills during effect,60,80
Soul Catcher,Cannot gain Mana during effect,1,1
Soul Catcher,(60-80)% increased Damage with Vaal Skills during effect,60,80
Soul Catcher,Vaal Skills used during effect have 10% reduced Soul Gain Prevention Duration,-10,-10
