name,stat text raw,min_avg,max_avg
Perepiteia,(300-400)% increased Evasion and Energy Shield,300,400
Perepiteia,+(1-75) to maximum Mana,1,75
Perepiteia,(1-20)% increased Attack Speed,1,20
Perepiteia,(1-20)% increased Cast Speed,1,20
Perepiteia,+(1-3) to Level of Socketed Lightning Gems,1,3
Perepiteia,(1-20)% increased Movement Speed,1,20
Perfidy,+(60-90) to maximum Life,60,90
Perfidy,(25-40)% increased Melee Damage,25,40
Perfidy,(25-50)% increased Valour gained,25,50
Perquil's Toe,(12-20)% increased Rarity of Items found,12,20
Perquil's Toe,+(40-50) to Dexterity,40,50
Perquil's Toe,(5-8)% increased Movement Speed,5,8
Perseverance,+(20-40)% to Cold Resistance,20,40
Perseverance,+(260-320) to Armour and Evasion Rating,260,320
Perseverance,(4-8)% increased maximum Life,4,8
Pillars of Arun,(100-150)% increased Quantity of Items found in this Area&lt;br&gt;(200-300)% increased Rarity of Items found in this Area&lt;br&gt;(60-100)% increased Experience gain,120,183
Pillars of Arun,(20-25)% increased Monster Movement Speed&lt;br&gt;(20-25)% increased Monster Attack Speed&lt;br&gt;(20-25)% increased Monster Cast Speed,20,25
Piscator's Vigil,(10-18)% increased Attack Speed,10,18
Piscator's Vigil,Attacks with this Weapon have (100-115)% increased Elemental Damage,100,115
Piscator's Vigil,(20-30)% increased Critical Strike Chance,20,30
Piscator's Vigil,+(340-400) to Accuracy Rating,340,400
Pledge of Hands,(50-100)% increased maximum Mana,50,100
Pledge of Hands,(120-160)% increased Spell Damage,120,160
Plume of Pursuit,(80-130)% increased Energy Shield,80,130
Plume of Pursuit,(30-20)% reduced Cast Speed,-30,-20
Polaric Devastation,(10-20)% increased Duration of Ailments on Enemies,10,20
Polaric Devastation,+(20-40)% to Cold Resistance,20,40
Polaric Devastation,(15-25)% increased Elemental Damage,15,25
Polaric Devastation,(15-25)% increased Global Critical Strike Chance,15,25
Polaric Devastation,+(20-40)% to Fire Resistance,20,40
Poorjoy's Asylum,(140-160)% more Monster Life,140,160
Poorjoy's Asylum,Unique Boss drops (10-15) additional Rare &amp;lt;random item class&amp;gt;,5,19
Poorjoy's Asylum,100% increased Quantity of Items found in this Area&lt;br&gt;(140-160)% increased Monster Damage,120,130
Pragmatism,+(60-100) to maximum Mana,60,100
Pragmatism,(80-120)% increased Armour,80,120
Praxis,Regenerate (3-6) Mana per second,180,360
Praxis,+(20-30) to maximum Mana,20,30
Praxis,+(30-60) to maximum Mana,30,60
Praxis,-(8-4) to Total Mana Cost of Skills,-8,-4
Precursor's Emblem,+(12-16)% to Fire and Cold Resistances,12,16
Precursor's Emblem,(7-9) to (13-14) Fire Damage per Endurance Charge,10,12
Precursor's Emblem,(6-8) to (12-13) Added Cold Damage per Frenzy Charge,9,11
Precursor's Emblem,(20-40)% increased Frenzy Charge Duration,20,40
Precursor's Emblem,(20-40)% increased Endurance Charge Duration,20,40
Precursor's Emblem,+(12-16)% to Fire and Lightning Resistances,12,16
Precursor's Emblem,(1-2) to (18-20) Lightning Damage per Power Charge,10,11
Precursor's Emblem,(20-40)% increased Power Charge Duration,20,40
Precursor's Emblem,+(20-30)% to Fire Resistance,20,30
Precursor's Emblem,+(8-10)% to all Elemental Resistances,8,10
Precursor's Emblem,+(12-16)% to Cold and Lightning Resistances,12,16
Precursor's Emblem,+(20-30)% to Cold Resistance,20,30
Precursor's Emblem,+(20-30)% to Lightning Resistance,20,30
Presence of Chayula,+(10-16) to all Attributes,10,16
Primordial Eminence,Golems have +(800-1000) to Armour,800,1000
Primordial Eminence,Golems have (16-20)% increased Attack and Cast Speed,16,20
Primordial Harmony,Summoned Golems have (30-45)% increased Cooldown Recovery Rate,30,45
Primordial Harmony,Golem Skills have (20-30)% increased Cooldown Recovery Rate,20,30
Primordial Harmony,(16-20)% increased Golem Damage for each Type of Golem you have Summoned,16,20
Primordial Might,Golems Summoned in the past 8 seconds deal (35-45)% increased Damage,35,45
Primordial Might,Golems have (18-22)% increased Maximum Life,18,22
Primordial Might,(25-30)% increased Damage if you Summoned a Golem in the past 8 seconds,25,30
Prism Guardian,+(20-30) to Dexterity,20,30
Prismatic Eclipse,Adds (60-70) to (71-80) Physical Damage,66,75
Prismweave,+(6-15)% to all Elemental Resistances,6,15
Prismweave,(12-24)% increased Global Physical Damage,12,24
Prismweave,Adds (14-16) to (30-32) Fire Damage to Attacks,22,24
Prismweave,Adds (10-12) to (24-28) Cold Damage to Attacks,17,20
Prismweave,Adds 1 to (60-68) Lightning Damage to Attacks,31,35
Profane Proxy,+(20-30)% to Cold Resistance,20,30
Profane Proxy,+(20-30)% to Lightning Resistance,20,30
Progenesis,(20-10)% reduced Charges per use,-20,-10
Progenesis,(-35-35)% increased Duration,-35,35
Prospero's Protection,(4-6)% Chance to Block Attack Damage,4,6
Prospero's Protection,+(15-35) to Strength,15,35
Prospero's Protection,+(45-60) to maximum Life,45,60
Putembo's Meadow,+(20-30)% to Lightning Resistance,20,30
Putembo's Mountain,+(20-30)% to Lightning Resistance,20,30
Putembo's Valley,+(20-30)% to Lightning Resistance,20,30
Pyre,(60-80)% increased Burning Damage,60,80
Pyre,+(20-30)% to Cold Resistance,20,30
Pyre,+(25-35)% to Fire Resistance,25,35
Pyroshock Clasp,+(300-500) to Evasion Rating,300,500
Pyroshock Clasp,+(25-40) to maximum Life,25,40
Pyroshock Clasp,Enemies Ignited by you have (10-15)% of Physical Damage they deal converted to Fire,10,15
Pyroshock Clasp,(10-15)% increased Duration of Elemental Ailments on Enemies,10,15
Pyroshock Clasp,+(30-40) to Dexterity,30,40
Pyroshock Clasp,Enemies Shocked by you have (10-15)% of Physical Damage they deal converted to Lightning,10,15
Qotra's Regulator,(160-220)% increased Evasion and Energy Shield,160,220
Qotra's Regulator,+(40-60)% to Damage over Time Multiplier if you've dealt a Critical Strike in the past 8 seconds,40,60
Qotra's Regulator,(2-2.5)% of Life Regenerated per Second if you've dealt a Critical Strike in the past 8 seconds,120,150
Qotra's Regulator,Lose (10-15)% of Energy Shield when you deal a Critical Strike,10,15
Qotra's Regulator,Lose (10-15)% of Life when you deal a Critical Strike,10,15
Quecholli,+(25-50) to all Attributes,25,50
Quecholli,(80-100)% increased Physical Damage,80,100
Queen of the Forest,(200-240)% increased Evasion Rating,200,240
Queen of the Forest,-(50-40) Physical Damage taken from Hits by Animals,-50,-40
Queen of the Forest,+(26-40)% to Cold Resistance,26,40
Queen of the Forest,+(60-70) to maximum Life,60,70
Queen of the Forest,+(6-10)% to Fire Resistance,6,10
Queen of the Forest,+(11-25)% to Lightning Resistance,11,25
Queen's Decree,(150-200)% increased Skeleton Duration,150,200
Queen's Decree,+(1-2) to maximum number of Raised Zombies&lt;br&gt;+(1-2) to maximum number of Skeletons&lt;br&gt;+(1-2) to maximum number of Spectres,1,2
Queen's Decree,Minions deal (30-40)% increased Damage,30,40
Queen's Decree,Minions have (30-40)% increased maximum Life,30,40
Quill Rain,(50-100)% increased Projectile Speed,50,100
Quill Rain,+(10-20) to Dexterity,10,20
Quill Rain,+(25-50) to Accuracy Rating,25,50
Rainbowstride,+(40-60) to maximum Mana,40,60
Rainbowstride,(15-20)% Chance to Block Spell Damage,15,20
Rakiata's Dance,Adds (150-200) to (300-350) Cold Damage,225,275
Rakiata's Dance,Adds 1 to (550-600) Lightning Damage,276,301
Rakiata's Dance,(15-20)% increased Attack Speed,15,20
Ralakesh's Impatience,+(15-25)% to Chaos Resistance,15,25
Ralakesh's Impatience,+(15-25)% to Cold Resistance,15,25
Ralakesh's Impatience,(15-25)% increased Movement Speed,15,25
Rashkaldor's Patience,+(20-40) to maximum Mana,20,40
Rashkaldor's Patience,+(40-80) to maximum Life,40,80
Rashkaldor's Patience,+(20-30) to Dexterity,20,30
Rat's Nest,(20-25)% increased Rarity of Items found,20,25
Rat's Nest,(60-75)% increased Global Critical Strike Chance,60,75
Rathpith Globe,(10-15)% Chance to Block Spell Damage,10,15
Rathpith Globe,(120-160)% increased Energy Shield,120,160
Ravenous Passion,+(30-50) to Strength,30,50
Ravenous Passion,Gain (7-10) Rage after Spending a total of 200 Mana,7,10
Ravenous Passion,(80-120)% increased Armour and Energy Shield,80,120
Razor of the Seventh Sun,Adds (90-110) to (145-170) Physical Damage,118,140
Reach of the Council,Adds (10-16) to (45-60) Physical Damage,28,38
Reach of the Council,(8-12)% increased Attack Speed,8,12
Reach of the Council,(50-75)% increased Physical Damage,50,75
Realmshaper,Adds (10-15) to (20-25) Cold Damage,15,20
Realmshaper,Adds (10-15) to (20-25) Fire Damage,15,20
Realmshaper,(30-50)% increased Elemental Damage,30,50
Reaper's Pursuit,(30-40)% increased Rarity of Items found,30,40
Reaper's Pursuit,(100-125)% increased Physical Damage,100,125
Rearguard,(20-24)% Chance to Block Attack Damage,20,24
Rearguard,(15-20)% increased Projectile Damage,15,20
Rearguard,(12-15)% Chance to Block Spell Damage,12,15
Rearguard,Adds (7-9) to (13-16) Physical Damage to Attacks,10,13
Rearguard,(20-30)% increased Projectile Speed,20,30
Rearguard,+(400-450) to Armour,400,450
Rebuke of the Vaal,Adds (49-98) to (101-140) Cold Damage,75,119
Rebuke of the Vaal,Adds (49-98) to (101-140) Fire Damage,75,119
Rebuke of the Vaal,Adds 1 to (210-250) Lightning Damage,106,126
Rebuke of the Vaal,Adds (49-98) to (101-140) Chaos Damage,75,119
Rebuke of the Vaal,(10-20)% increased Attack Speed,10,20
Rebuke of the Vaal,Adds (49-98) to (101-140) Physical Damage,75,119
Redbeak,+(20-30) to maximum Life,20,30
Redblade Band,+(30-40) to Strength,30,40
Redblade Band,+(30-40) to maximum Life,30,40
Redblade Band,(20-30)% increased Fire Damage,20,30
Redblade Banner,(80-100)% increased Armour,80,100
Redblade Banner,+(20-30) to maximum Life,20,30
Redblade Banner,+(50-60) to maximum Life,50,60
Redblade Tramplers,(5-10)% reduced Enemy Stun Threshold,5,10
Redblade Tramplers,(150-200)% increased Armour,150,200
Redblade Tramplers,+(50-70) to maximum Life,50,70
Redblade Tramplers,+(20-30)% to Fire Resistance,20,30
Redblade Tramplers,Adds (2-5) to (7-10) Physical Damage to Attacks,5,8
Reefbane,(30-40)% increased Cast Speed,30,40
Reefbane,(10-20)% increased Quantity of Fish Caught,10,20
Refuge in Isolation,-(50-40)% to all Elemental Resistances,-50,-40
Refuge in Isolation,(350-650)% increased Armour,350,650
Refuge in Isolation,+(13-29)% to Chaos Resistance,13,29
Refuge in Isolation,(15-30)% of Elemental Damage from Hits taken as Physical Damage,15,30
Relentless Fury,(60-80)% increased Physical Damage,60,80
Relentless Fury,Adds (3-5) to (7-10) Physical Damage,5,8
Relic of the Pact,(17-21)% increased Spell Damage,17,21
Repentance,(6-12)% increased Strength,6,12
Repentance,(400-500)% increased Armour and Energy Shield,400,500
Replica Abyssus,+(20-25) to all Attributes,20,25
Replica Abyssus,+(100-125)% to Melee Critical Strike Multiplier,100,125
Replica Abyssus,(40-50)% increased Elemental Damage taken,40,50
Replica Abyssus,(100-120)% increased Armour,100,120
Replica Advancing Fortress,+(30-50) to maximum Life,30,50
Replica Advancing Fortress,(100-120)% increased Physical Damage,100,120
Replica Alberon's Warpath,(15-18)% increased Strength,15,18
Replica Alberon's Warpath,+(13-19)% to Chaos Resistance,13,19
Replica Alberon's Warpath,+(180-220) to Armour,180,220
Replica Allelopathy,Wintertide Brand has (20-30)% increased Chill Effect,20,30
Replica Allelopathy,(100-120)% increased Energy Shield,100,120
Replica Allure,Adds (15-20) to (30-40) Physical Damage,23,30
Replica Allure,(8-12)% increased Attack Speed,8,12
Replica Allure,(110-130)% increased Physical Damage,110,130
Replica Alpha's Howl,(80-100)% increased Evasion Rating,80,100
Replica Alpha's Howl,+(20-30)% to Chaos Resistance,20,30
Replica Ambu's Charge,+(60-80) to maximum Life,60,80
Replica Ambu's Charge,(180-220)% increased Armour and Energy Shield,180,220
Replica Atziri's Acuity,(200-220)% increased Armour,200,220
Replica Atziri's Acuity,(40-60)% increased Global Critical Strike Chance,40,60
Replica Atziri's Acuity,+(60-75) to maximum Life,60,75
Replica Atziri's Acuity,+(60-80) to Intelligence,60,80
Replica Atziri's Foible,(20-25)% increased Life Regeneration rate,20,25
Replica Atziri's Foible,Regenerate (1-2)% of Life per second,60,120
Replica Badge of the Brotherhood,(7-10)% increased Cooldown Recovery Rate of Travel Skills per Frenzy Charge,7,10
Replica Badge of the Brotherhood,(20-25)% chance to lose an Endurance Charge when you gain Fortification,20,25
Replica Badge of the Brotherhood,(20-25)% chance to lose a Frenzy Charge when you use a Travel Skill,20,25
Replica Badge of the Brotherhood,+(16-24) to Dexterity and Intelligence,16,24
Replica Bated Breath,(20-30)% increased Rarity of Fish Caught,20,30
Replica Bated Breath,-(25-15) to Intelligence,-25,-15
Replica Bated Breath,+(9-20) to maximum Energy Shield,9,20
Replica Blood Thorn,(5-10)% increased Attack Speed,5,10
Replica Blood Thorn,Reflects (22-44) Fire Damage to Attackers on Block,22,44
Replica Bloodplay,Adds (3-6) to (9-13) Physical Damage,6,10
Replica Bloodplay,(100-150)% increased Critical Strike Chance against Bleeding Enemies,100,150
Replica Bloodplay,(20-40)% increased Physical Damage,20,40
Replica Bones of Ullr,(40-60)% increased Energy Shield,40,60
Replica Bones of Ullr,(5-15)% increased Movement Speed,5,15
Replica Covenant,(210-250)% increased Energy Shield,210,250
Replica Covenant,+(20-30) to Intelligence,20,30
Replica Doedre's Damning,+(5-20)% to all Elemental Resistances,5,20
Replica Doedre's Damning,+(20-30) to maximum Mana,20,30
Replica Doedre's Damning,Gain (5-20) Mana per Enemy Killed,5,20
Replica Doedre's Damning,(10-15)% increased Effect of your Curses,10,15
Replica Doedre's Damning,+(5-20) to Intelligence,5,20
Replica Dragonfang's Flight,Items and Gems have (10-5)% reduced Attribute Requirements,-10,-5
Replica Dragonfang's Flight,+(10-16) to all Attributes,10,16
Replica Dragonfang's Flight,+3 to Level of all &amp;lt;random Skill&amp;gt; Gems,2,142
Replica Dragonfang's Flight,+(5-10)% to all Elemental Resistances,5,10
Replica Dragonfang's Flight,(5-10)% increased Reservation Efficiency of Skills,5,10
Replica Dreamfeather,Adds (40-65) to (70-100) Physical Damage,55,83
Replica Dreamfeather,(5-10)% increased Attack Speed,5,10
Replica Dreamfeather,+(180-200) to Armour,180,200
Replica Dreamfeather,+(280-300) to Accuracy Rating,280,300
Replica Duskdawn,Gain (10-20)% of Elemental Damage as Extra Chaos Damage,10,20
Replica Duskdawn,(40-50)% increased Critical Strike Chance,40,50
Replica Duskdawn,(120-150)% increased Elemental Damage if you've dealt a Critical Strike Recently,120,150
Replica Earendel's Embrace,+(20-30) to all Attributes,20,30
Replica Earendel's Embrace,Minions deal (30-40)% increased Damage,30,40
Replica Earendel's Embrace,Raised Zombies take (15-30)% of their Maximum Life per second as Fire Damage,900,1800
Replica Emberwake,+(20-30)% to Fire Resistance,20,30
Replica Emberwake,(30-40)% increased Fire Damage,30,40
Replica Emberwake,(5-10)% increased Cast Speed,5,10
Replica Emberwake,Ignites you inflict deal Damage (35-45)% faster,35,45
Replica Eternity Shroud,(100-150)% increased Evasion and Energy Shield,100,150
Replica Eternity Shroud,+(17-23)% to Chaos Resistance,17,23
Replica Eternity Shroud,+(70-100) to maximum Life,70,100
Replica Eternity Shroud,Gain (3-5)% of Physical Damage as Extra Chaos Damage per Elder Item Equipped,3,5
Replica Farrul's Fur,(100-150)% increased Armour and Evasion,100,150
Replica Farrul's Fur,+(80-100) to maximum Life,80,100
Replica Fencoil,(40-50)% increased Global Damage,40,50
Replica Fencoil,(10-20)% increased maximum Life,10,20
Replica Fencoil,(10-20)% increased maximum Mana,10,20
Replica Frostbreath,Adds (53-67) to (71-89) Chaos Damage,62,78
Replica Frostbreath,+(23-31)% to Chaos Resistance,23,31
Replica Frostbreath,(8-14)% increased Attack Speed,8,14
Replica Gifts from Above,Inflict Hallowing Flame on Hit while on Consecrated Ground,15,25
Replica Gifts from Above,(40-50)% increased Rarity of Items Dropped by Enemies killed with a Critical Strike,40,50
Replica Gifts from Above,(20-30)% increased Global Critical Strike Chance,20,30
Replica Gifts from Above,(30-35)% increased Global Critical Strike Chance,30,35
Replica Gifts from Above,(10-15)% increased Light Radius,10,15
Replica Grip of the Council,+(20-40)% to Fire Resistance,20,40
Replica Grip of the Council,+(30-50) to maximum Life,30,50
Replica Harvest,(120-140)% increased Physical Damage,120,140
Replica Headhunter,+(40-55) to Strength,40,55
Replica Headhunter,+(25-40) to maximum Life,25,40
Replica Headhunter,+(50-60) to maximum Life,50,60
Replica Headhunter,+(40-55) to Dexterity,40,55
Replica Headhunter,(20-30)% increased Damage with Hits against Magic monsters,20,30
Replica Heartbreaker,(40-80)% faster start of Energy Shield Recharge,40,80
Replica Heartbreaker,(60-70)% increased Spell Damage,60,70
Replica Heartbreaker,+(30-50) to maximum Life,30,50
Replica Heatshiver,(80-100)% increased Evasion Rating,80,100
Replica Heatshiver,+(20-30)% to Cold Resistance,20,30
Replica Heatshiver,+(20-30)% to Lightning Resistance,20,30
Replica Hinekora's Sight,+(10-16) to all Attributes,10,16
Replica Hinekora's Sight,+(600-1000) to Armour,600,1000
Replica Hinekora's Sight,+(600-1000) to Accuracy Rating,600,1000
Replica Hyrri's Ire,(12-18) to (231-347) Added Lightning Damage with Wand Attacks,122,183
Replica Hyrri's Ire,+(40-50) to Intelligence,40,50
Replica Hyrri's Ire,(140-220)% increased Evasion Rating,140,220
Replica Hyrri's Truth,+(18-35)% to Global Critical Strike Multiplier,18,35
Replica Hyrri's Truth,+(20-30) to Dexterity,20,30
Replica Hyrri's Truth,+(30-55) to Dexterity,30,55
Replica Infractem,Adds (25-35) to (36-45) Physical Damage,31,40
Replica Infractem,(30-50)% increased Critical Strike Chance,30,50
Replica Infractem,+(350-400) to Accuracy Rating,350,400
Replica Infractem,(70-80)% increased Physical Damage,70,80
Replica Infractem,+(20-30) to Dexterity,20,30
Replica Innsbury Edge,(100-140)% increased Physical Damage,100,140
Replica Inya's Epiphany,+(50-70) to maximum Life,50,70
Replica Inya's Epiphany,(5-8)% increased Intelligence,5,8
Replica Iron Commander,Adds (8-12) to (16-24) Physical Damage,12,18
Replica Iron Commander,(14-20)% increased Totem Life,14,20
Replica Iron Commander,(30-50)% increased Critical Strike Chance,30,50
Replica Iron Commander,(14-20)% increased Totem Placement speed,14,20
Replica Iron Commander,(14-20)% increased Attack Speed,14,20
Replica Kalisa's Grace,+(50-70) to maximum Life,50,70
Replica Kalisa's Grace,+(50-80) to maximum Energy Shield,50,80
Replica Kalisa's Grace,+(20-30) to Intelligence,20,30
Replica Kaom's Heart,(30-40)% increased Lightning Damage,30,40
Replica Karui Ward,+(20-30) to Dexterity,20,30
Replica Karui Ward,+(20-30) to Intelligence,20,30
Replica Kongor's Undying Rage,+(15-20)% to all Elemental Resistances,15,20
Replica Kongor's Undying Rage,Adds (43-56) to (330-400) Physical Damage,187,228
Replica Kongor's Undying Rage,(30-40)% increased Critical Strike Chance,30,40
Replica Last Resort,(80-100)% increased Physical Damage,80,100
Replica Lavianga's Spirit,(30-50)% increased Amount Recovered&lt;br&gt;50% reduced Recovery rate,-10,0
Replica Lavianga's Spirit,(5-15)% increased Attack Speed during Effect&lt;br&gt;(5-15)% increased Cast Speed during Effect,5,15
Replica Leer Cast,+(60-100) to maximum Mana,60,100
Replica Leer Cast,+(60-100) to maximum Life,60,100
Replica Leer Cast,+(20-30) to Dexterity,20,30
Replica Lioneye's Paws,+(40-60) to Strength,40,60
Replica Lioneye's Paws,+(40-60) to Dexterity,40,60
Replica Loreweave,+(8-24) to all Attributes,8,24
Replica Loreweave,Adds (4-10) to (14-36) Physical Damage to Attacks,9,23
Replica Loreweave,(120-160)% increased Global Critical Strike Chance,120,160
Replica Loreweave,+(150-200) to maximum Energy Shield,150,200
Replica Loreweave,+(120-160) to maximum Mana,120,160
Replica Loreweave,(6-30)% increased Rarity of Items found,6,30
Replica Loreweave,+(120-160) to maximum Life,120,160
Replica Loreweave,Your Maximum Resistances are (70-72)%,70,72
Replica Loreweave,(15-50)% increased Elemental Damage,15,50
Replica Malachai's Artifice,+(75-100)% to Fire Resistance when Socketed with a Red Gem,75,100
Replica Malachai's Artifice,+(75-100)% to Cold Resistance when Socketed with a Green Gem,75,100
Replica Malachai's Artifice,+(75-100)% to Lightning Resistance when Socketed with a Blue Gem,75,100
Replica Maloney's Mechanism,(7-12)% increased Attack Speed,7,12
Replica Maloney's Mechanism,+(50-70) to maximum Life,50,70
Replica Midnight Bargain,Minions have (40-50)% increased Movement Speed,40,50
Replica Midnight Bargain,Minions deal (12-16)% increased Damage,12,16
Replica Midnight Bargain,Minions deal (50-70)% increased Damage,50,70
Replica Midnight Bargain,+(10-20) to Intelligence,10,20
Replica Mistwall,(120-150)% increased Evasion Rating,120,150
Replica Mistwall,+(8-15)% chance to Avoid Physical Damage from Hits while Phasing,8,15
Replica Mistwall,+(10-20)% to Fire and Cold Resistances,10,20
Replica Nebulis,(15-20)% increased Cast Speed,15,20
Replica Nebulis,(60-120)% increased Implicit Modifier magnitudes,60,120
Replica Nebulis,"(10-15)% increased Elemental Damage per 1% Missing&lt;br&gt;Fire, Cold, or Lightning Resistance, up to a maximum of 450%",10,15
Replica Oro's Sacrifice,Adds (385-440) to (490-545) Cold Damage,438,493
Replica Oro's Sacrifice,(10-15)% increased Attack Speed,10,15
Replica Paradoxica,of the Veil (suffix),2,15001
Replica Paradoxica,Guff's Veiled (prefix),6,15005
Replica Paradoxica,Catarina's Veiled (prefix),3,15002
Replica Paradoxica,Elreon's Veiled (prefix),3,15003
Replica Paradoxica,Gravicius' Veiled (prefix),7,15006
Replica Paradoxica,Haku's Veiled (prefix),4,15004
Replica Paradoxica,It That Fled's Veiled (prefix),6,15006
Replica Paradoxica,Korell's Veiled (prefix),7,15007
Replica Paradoxica,Leo's Veiled (prefix),2,15002
Replica Paradoxica,Rin's Veiled (prefix),8,15007
Replica Paradoxica,Tora's Veiled (prefix),5,15004
Replica Paradoxica,Vagan's Veiled (prefix),5,15005
Replica Paradoxica,Veiled (prefix),1,15001
Replica Paradoxica,Vorici's Veiled (prefix),4,15003
Replica Perfect Form,(150-200)% increased Evasion Rating,150,200
Replica Pillars of Arun,(100-150)% increased Quantity of Items found in this Area&lt;br&gt;(200-300)% increased Rarity of Items found in this Area&lt;br&gt;(60-100)% increased Experience gain,120,183
Replica Pillars of Arun,(20-25)% increased Monster Movement Speed&lt;br&gt;(20-25)% increased Monster Attack Speed&lt;br&gt;(20-25)% increased Monster Cast Speed,20,25
Replica Poorjoy's Asylum,50% increased Pack size&lt;br&gt;Monsters have (500-1000)% increased Critical Strike Chance&lt;br&gt;+(60-100)% to Monster Critical Strike Multiplier,203,383
Replica Poorjoy's Asylum,(140-160)% more Monster Life,140,160
Replica Poorjoy's Asylum,100% increased Quantity of Items found in this Area&lt;br&gt;(140-160)% increased Monster Damage,120,130
Replica Poorjoy's Asylum,Unique Boss drops (10-15) additional Rare &amp;lt;random item class&amp;gt;,5,19
Replica Primordial Might,Golems Summoned in the past 8 seconds deal (100-125)% increased Damage,100,125
Replica Primordial Might,Golems have (18-22)% increased Maximum Life,18,22
Replica Primordial Might,(25-30)% increased Damage if you Summoned a Golem in the past 8 seconds,25,30
Replica Prismweave,+(6-15)% to all Elemental Resistances,6,15
Replica Prismweave,(12-24)% increased Global Physical Damage,12,24
Replica Prismweave,Adds (14-16) to (30-32) Fire Damage to Spells,22,24
Replica Prismweave,Adds (10-12) to (24-28) Cold Damage to Spells,17,20
Replica Prismweave,Adds 1 to (60-68) Lightning Damage to Spells,31,35
Replica Quill Rain,(25-30)% increased Attack Speed,25,30
Replica Quill Rain,(50-100)% increased Projectile Speed,50,100
Replica Quill Rain,+(10-20) to Dexterity,10,20
Replica Quill Rain,+(25-50) to Accuracy Rating,25,50
Replica Reckless Defence,+(2-6)% Chance to Block Spell Damage,2,6
Replica Reckless Defence,+(2-6)% Chance to Block Attack Damage,2,6
Replica Red Trail,+(60-100) to maximum Life,60,100
Replica Red Trail,(60-100)% increased Armour,60,100
Replica Restless Ward,(220-250)% increased Evasion and Energy Shield,220,250
Replica Restless Ward,+(20-25) to maximum Mana,20,25
Replica Restless Ward,+(60-80) to maximum Life,60,80
Replica Restless Ward,Regenerate (100-140) Life per second per Endurance Charge,6000,8400
Replica Rumi's Concoction,+(20-30)% Chance to Block Spell Damage during Effect,20,30
Replica Rumi's Concoction,+(35-50)% Chance to Block Attack Damage during Effect,35,50
Replica Shroud of the Lightless,+(20-25) to maximum Mana,20,25
Replica Siegebreaker,+(25-35) to Strength,25,35
Replica Siegebreaker,(6-10)% increased maximum Energy Shield,6,10
Replica Siegebreaker,+(15-25)% to Fire Resistance,15,25
Replica Siegebreaker,(6-10)% increased maximum Life,6,10
Replica Sorrow of the Divine,(25-50)% increased Duration,25,50
Replica Soul Strike,Adds (13-18) to (26-32) Physical Damage to Attacks,20,25
Replica Soul Strike,+(60-80) to maximum Life,60,80
Replica Soul Strike,(8-12)% increased Attack Speed,8,12
Replica Soul Strike,(20-30)% increased Critical Strike Chance with Bows,20,30
Replica Soul Tether,Gain (4-6)% of Maximum Life as Extra Maximum Energy Shield,4,6
Replica Soul Tether,(15-25)% increased Stun and Block Recovery,15,25
Replica Soul Tether,+(20-40) to Strength,20,40
Replica Stampede,(100-150)% increased Evasion and Energy Shield,100,150
Replica Stampede,(30-40)% increased Stun and Block Recovery,30,40
Replica Stampede,(30-40)% increased Mana Regeneration Rate while moving,30,40
Replica Tasalio's Sign,+(200-300) to Evasion Rating,200,300
Replica Tasalio's Sign,Adds (15-20) to (25-35) Cold Damage to Spells and Attacks,20,28
Replica Tasalio's Sign,+(20-30)% to Cold Resistance,20,30
Replica Tempestuous Steel,Adds (5-8) to (15-20) Physical Damage,10,14
Replica Tempestuous Steel,+(60-100)% to Critical Strike Multiplier with One Handed Melee Weapons,60,100
Replica Tempestuous Steel,(8-14)% increased Attack Speed,8,14
Replica Three-step Assault,(20-40)% increased Evasion Rating,20,40
Replica Three-step Assault,(10-30)% increased Elusive Effect,10,30
Replica Three-step Assault,+(50-70) to maximum Life,50,70
Replica Three-step Assault,+(25-35) to Dexterity,25,35
Replica Tukohama's Fortress,+(20-30) to maximum Life,20,30
Replica Tukohama's Fortress,+(80-100) to maximum Life,80,100
Replica Tulfall,Adds (14-29) to (42-47) Cold Damage to Spells and Attacks,28,38
Replica Tulfall,(15-25)% increased Cast Speed,15,25
Replica Tulfall,(15-20)% increased Cold Damage per Frenzy Charge,15,20
Replica Twyzel,(5-10)% increased Attack Speed,5,10
Replica Twyzel,(20-40)% increased Critical Strike Chance,20,40
Replica Twyzel,(110-170)% increased Physical Damage,110,170
Replica Ungil's Gauche,+(10-20) to Dexterity,10,20
Replica Veil of the Night,Reflects 1 to (180-220) Lightning Damage to Attackers on Block,91,111
Replica Veil of the Night,(18-22)% increased Elemental Resistances,18,22
Replica Veil of the Night,(20-22)% increased Stun and Block Recovery,20,22
Replica Victario's Charity,+(50-70) to maximum Life,50,70
Replica Victario's Charity,+(20-30)% to Lightning Resistance,20,30
Replica Voidwalker,(140-180)% increased Evasion and Energy Shield,140,180
Replica Voidwalker,+(30-50) to Dexterity,30,50
Replica Volkuur's Guidance,+(29-41)% to Chaos Resistance,29,41
Replica Volkuur's Guidance,+(50-70) to maximum Life,50,70
Replica Volkuur's Guidance,Adds (17-23) to (29-31) Chaos Damage,23,27
Replica Windripper,Adds (48-60) to (72-90) Cold Damage,60,75
Replica Windripper,Adds 1 to (120-150) Lightning Damage,61,76
Replica Windripper,(30-40)% increased Critical Strike Chance,30,40
Replica Windripper,+(90-120) Energy Shield gained on Killing a Shocked Enemy,90,120
Replica Windripper,(10-15)% increased Attack Speed,10,15
